,num_variables_before,poly_len,time,monomial_or_graph_based,Selection_type,gen_type,num_variables_after,density_deg1,density_deg2,density_deg3,density_deg4,density_deg1r,density_deg2r,density_deg3r,density_deg4r
191,6,56,0.0011532306671142578,graph_based,1.0,"(6, 4, 1.0)",17,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0,0
192,6,41,0.0005214214324951172,graph_based,1.0,"(6, 3, 1.0)",13,1.0,1.0,1.0,0.0,1.0,0.6282051282051282,0,0
193,6,21,7.510185241699219e-05,graph_based,1.0,"(6, 2, 1.0)",6,1.0,1.0,0.0,0.0,1.0,1.0,0,0
194,6,6,6.461143493652344e-05,graph_based,1.0,"(6, 1, 1.0)",6,1.0,0.0,0.0,0.0,1.0,0.0,0,0
195,5,31,0.0006842613220214844,graph_based,1.0,"(5, 5, 1.0)",10,1.0,1.0,1.0,1.0,1.0,0.8,0,0
196,5,30,0.0004725456237792969,graph_based,1.0,"(5, 4, 1.0)",10,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0,0
197,5,25,0.00041103363037109375,graph_based,1.0,"(5, 3, 1.0)",9,1.0,1.0,1.0,0.0,1.0,0.7777777777777778,0,0
198,5,15,6.532669067382812e-05,graph_based,1.0,"(5, 2, 1.0)",5,1.0,1.0,0.0,0.0,1.0,1.0,0,0
199,5,5,3.5762786865234375e-05,graph_based,1.0,"(5, 1, 1.0)",5,1.0,0.0,0.0,0.0,1.0,0.0,0,0
200,4,15,0.00019979476928710938,graph_based,1.0,"(4, 4, 1.0)",6,1.0,1.0,1.0,1.0,1.0,1.0,0,0
201,4,14,0.00016880035400390625,graph_based,1.0,"(4, 3, 1.0)",6,1.0,1.0,1.0,0.0,1.0,0.9333333333333333,0,0
202,4,10,6.246566772460938e-05,graph_based,1.0,"(4, 2, 1.0)",4,1.0,1.0,0.0,0.0,1.0,1.0,0,0
203,4,4,3.790855407714844e-05,graph_based,1.0,"(4, 1, 1.0)",4,1.0,0.0,0.0,0.0,1.0,0.0,0,0
204,3,7,9.655952453613281e-05,graph_based,1.0,"(3, 3, 1.0)",4,1.0,1.0,1.0,0.0,1.0,1.0,0,0
205,3,6,0.00027370452880859375,graph_based,1.0,"(3, 2, 1.0)",3,1.0,1.0,0.0,0.0,1.0,1.0,0,0
206,3,3,3.266334533691406e-05,graph_based,1.0,"(3, 1, 1.0)",3,1.0,0.0,0.0,0.0,1.0,0.0,0,0
207,2,3,3.552436828613281e-05,graph_based,1.0,"(2, 2, 1.0)",2,1.0,1.0,0.0,0.0,1.0,1.0,0,0
208,2,2,0.00020933151245117188,graph_based,1.0,"(2, 1, 1.0)",2,1.0,0.0,0.0,0.0,1.0,0.0,0,0
209,1,1,3.123283386230469e-05,graph_based,1.0,"(1, 1, 1.0)",1,1.0,0.0,0.0,0.0,1.0,0.0,0,0
